city_id,county_id,state_id,name,lat,lon
1,4,1,Wasilla,61.57524,-149.45684
2,1,1,"Alaska cruise (norwegian star)",58.2994,-134.41
3,3,1,Seward,60.124786,-149.391581
4,27,1,"Hooper bay",61.535469,-166.121735
5,3,1,Ninilchik,60.062246,-151.404177
6,28,1,Fairbanks,64.836531,-147.651745
7,1,1,Juneau,58.2997398376465,-134.406784057617
8,2,1,Anchorage,61.2175483703613,-149.858383178711
9,29,1,"Craig (coffman cove road)",55.49252,-133.11336
10,3,1,"North kenai (daniels lake; east end)",60.5530815124512,-151.259719848633
11,4,1,Elk,61.5572665,-149.0380945
12,4,1,Palmer,61.597369,-149.114764
13,29,1,Metlakatla,55.114699,-131.555726
14,4,1,Willow,61.812523,-149.855994
15,30,1,Bethel,60.792913,-161.793405
16,1724,1,"Fort greely",63.899794,-145.593588
17,31,1,Kaktovik,70.121207,-143.629531
18,32,1,Healy,63.959806,-148.97048
19,3,1,Homer,59.639985,-151.511234
20,1725,1,"North of pt. barrow",71.254084,-156.798949
21,2,1,"Eagle river",64.780117,-141.19332
22,33,1,Venetie,67.020608,-146.375155
23,34,1,"Tok (30 miles nw of)",63.328852,-143.037543
24,35,1,Kodiak,57.792317,-152.404007
25,-1,1,Alaska,63.588753,-154.4930619
26,30,1,Nunapitchuk,60.880266,-162.460278
27,3,1,"Kenai peninsula",60.0858486,-151.3822641
28,28,1,"North pole",64.752728,-147.362655
29,1726,1,Slana,62.631682,-143.594839
30,4,1,Knik,61.45751953125,-149.728424072266
31,8,1,"White mountain",64.681831,-163.411928
32,5,1,Glenallen,62.1079406738281,-145.533172607422
33,-1,1,"Tracy arm (near; on cruise ship)",57.8569213,-133.5894598
34,1727,1,Suriname,5.9429872,-56.992517
35,4,1,"Susitna lodge (10 mi. e of, denali hwy.)",63.0905609130859,-147.474166870117
36,4,1,"Susitna lodge (10 miles e of; denali highway)",63.0905609130859,-147.474166870117
37,3,1,Nikiski,60.724988,-151.224024
38,-1,1,"Rio de janeiro (brazil)",-22.9035393,-43.2095869
39,3,1,"Anchor point",59.750979,-151.702153
40,28,1,Ester,64.879053,-148.041159
41,-1,1,"College fjord",64.870086,-147.807274
42,6,1,Wrangell,56.470760345459,-132.383758544922
43,7,1,Ketchikan,55.3421401977539,-131.647842407227
44,1728,1,"St. george island",56.570519,-169.598681
45,3,1,Kenai,60.5530815124512,-151.259719848633
46,8,1,Council,64.8965682983398,-163.675323486328
47,2,1,"Rural alaska community",61.1903139,-149.8709396
48,36,1,Iliamna,59.779038,-154.875279
49,37,1,Yakutat,59.563588,-139.606191
50,38,1,Kotzebue,66.870452,-162.511447
51,7,1,"Inside passage",55.4347222,-131.8702778
52,4,1,Talkeetna,62.3219604492188,-150.104873657227
53,31,1,Wainwright,70.647391,-160.001533
54,5,1,Cordova,60.530138,-145.642065
55,3,1,"Turnagain pass",60.8033333,-149.1852778
56,36,1,Newhalen,59.73686,-154.90077
57,33,1,Nenana,64.537903,-149.071851
58,6,1,Petersburg,56.763209,-132.875741
59,-1,1,"Misty fjords national park (near, on island)",-1,-1
60,3,1,Soldatna,60.500431060791,-151.089736938477
61,4,1,"Talkeetna (matsue area)",62.3219604492188,-150.104873657227
62,7,1,"Ketchikan (area)",55.3421401977539,-131.647842407227
63,39,2,Chelsea,33.325999,-86.636676
64,40,2,"Double springs",34.150429,-87.402427
65,20,2,Jacksonville,33.806214,-85.758288
66,9,2,"Athens (hwy 72 w)",34.804500579834,-86.9712829589844
67,10,2,Hoover,33.3870811462402,-86.804328918457
68,11,2,"Mussel shoals",34.742431640625,-87.6677093505859
69,12,2,"Doha (qatar)",30.6908702850342,-88.1015243530273
70,14,2,Huntsville,34.784271,-86.538996
71,14,2,Madison,34.710533,-86.76228
72,39,2,Maylene,33.549016,-86.999872
73,13,2,"Baldwin county",30.6302509307861,-87.7484588623047
74,14,2,Monrovia,34.7849807739258,-86.714111328125
75,41,2,Lincoln,33.622176,-86.070637
76,12,2,Mobile,30.6863899230957,-88.0532379150391
77,42,2,"Fort payne",34.454993,-85.695309
78,9,2,"Athens-east limestone",34.7863693237305,-86.9424362182617
79,14,2,Harvest,34.854994,-86.758648
80,39,2,Alabaster,33.214355,-86.82308
81,43,2,Eufaula,31.910041,-85.152556
82,14,2,Huntsvile,34.7291297912598,-86.5849761962891
83,41,2,Oxford,33.597601,-85.871171
84,15,2,Gadsden,34.0147705078125,-86.0071716308594
85,10,2,Bessemer,33.401538848877,-86.9544067382813
86,44,2,Cullman,34.179337,-86.840793
87,13,2,Foley,30.397068,-87.66846
88,13,2,Daphne,30.625545,-87.895979
89,10,2,Birmingham,33.527444,-86.799047
90,16,2,Montgomery,32.3801193237305,-86.3006286621094
91,45,2,"Troy to montgomery",31.802066,-85.964913
92,21,2,Florence,34.830349,-87.666096
93,46,2,Brantley,31.581992,-86.256784
94,12,2,Citronelle,31.097229,-88.249678
95,21,2,Killen,34.859983,-87.531023
96,17,2,Frankfort,34.5624504089355,-87.8408889770508
97,9,2,Ardmore,34.987805,-86.828764
98,20,2,Anniston,33.673441,-85.810918
99,47,2,Grant,34.516335,-86.258498
100,48,2,Mckenzie,31.54647,-86.725954
101,49,2,"Pine level",32.579542,-86.454318
102,50,2,"Smiths station",32.535198,-85.110577
103,51,2,Deatsville,32.589052,-86.389594
104,18,2,Danville,34.4147605895996,-87.0868988037109
105,52,2,Dothan,31.233698,-85.406823
106,53,2,Ozark,31.451615,-85.645035
107,19,2,"Phenix city",32.4676399230957,-85.0008163452148
108,10,2,Warrior,33.815214,-86.815273
109,17,2,"Franklin county",32.453027,-85.808854
110,54,2,Tuscaloosa,33.233083,-87.525798
111,13,2,"Spanish fort",30.721947,-87.867747
112,10,2,Mccalla,33.3320198059082,-87.0181427001953
113,12,2,Semmes,30.7788505554199,-88.2588424682617
114,50,2,Auburn,32.607722,-85.489545
115,12,2,Satsuma,30.857874,-88.063383
116,55,2,Jasper,33.854951,-87.27074
117,56,2,"Pell city",33.560781,-86.268757
118,39,2,Montevallo,33.125869,-86.846924
119,52,2,Rehobeth,31.124595,-85.4398
120,12,2,"North mobile county",30.9125595092773,-87.9921569824219
121,56,2,Ashville,33.83616,-86.271667
122,19,2,"Phenix city & columbus,ga",32.4709761,-85.0007653
123,49,2,Prattville,32.462235,-86.461264
124,44,2,Fairview,34.249096,-86.687916
125,10,2,"Mountain brook",33.491489,-86.73447
126,10,2,Gardendale,33.676587,-86.809844
127,20,2,Wellington,33.8279418945313,-85.9104537963867
128,13,2,"Bay minette",30.882598,-87.77802
129,55,2,Eldridge,33.922018,-87.620108
130,11,2,Leighton,34.698625,-87.529116
131,41,2,Sylacauga,33.177585,-86.260105
132,21,2,Petersville,34.8722915649414,-87.6934127807617
133,57,2,Scottsboro,34.644641,-86.048205
134,10,2,Adamsville,33.605751,-86.97465
135,47,2,Guntersville,34.368849,-86.252323
136,9,2,Athens,34.804500579834,-86.9712829589844
137,40,2,Addison,34.202689,-87.177901
138,12,2,Saraland,30.831585,-88.094117
139,13,2,"Gulf shores",30.273431,-87.701855
140,10,2,"Bessemer (near)",33.401538848877,-86.9544067382813
141,58,2,Lanett,32.857871,-85.207739
142,22,2,"Borden springs",33.9294281005859,-85.4702835083008
143,57,2,Dutton,34.606152,-85.91185
144,23,2,Livingston,32.5837783813477,-88.1868667602539
145,58,2,Valley,32.808488,-85.177056
146,40,2,Haleyville,34.233832,-87.617574
147,24,2,"Flat rock",34.5367012023926,-87.4852981567383
148,55,2,Dora,33.729703,-87.083874
149,39,2,Shelby,33.106882,-86.585403
150,25,2,Jackson,31.5083408355713,-87.8950119018555
151,51,2,Millbrook,32.502054,-86.374456
152,13,2,"Fort morgan",30.225576,-88.018932
153,-1,2,"Alabama (above; in flight)",32.3182314,-86.902298
154,10,2,Southside,33.890841,-86.01802
155,12,2,"Grand bay",30.472082,-88.344401
156,59,2,"Florala (??)",31.022386,-86.318507
157,13,2,"Orange beach",30.293833,-87.586681
158,26,2,Australia,36.772298,-2.808056
159,51,2,Elmore,32.544338,-86.336446
160,20,2,Eastaboga,33.6039581298828,-86.0206985473633
161,56,2,Springville,33.74472,-86.488817
162,57,2,Woodville,34.629456,-86.284079
163,59,2,Opp,31.284375,-86.257442
164,44,2,Bremen,33.9696617126465,-86.9908599853516
165,10,2,Pinson,33.703291,-86.669741
166,60,2,Sandrock,34.242359161377,-85.7586212158203
167,14,2,Toney,34.8978118896484,-86.7335891723633
168,47,2,Boaz,34.19902,-86.155152
169,-1,2,"Vierfontein (south africa)",32.7481994628906,-86.8479080200195
170,61,2,Atmore,31.131087,-87.459254
171,24,2,Moulton,34.488302,-87.282707
172,62,2,Lawley,32.8599281311035,-86.9517822265625
173,58,2,Cusseta,32.787654,-85.305748
174,63,2,Wagarville,31.4433498382568,-88.0312576293945
175,22,2,Heflin,33.6474,-85.569339
176,26,2,Aliceville/carrolton/livingston,33.123744,-88.159445
177,16,2,"Melbourne (australia)",32.3351020812988,-86.1594009399414
178,13,2,Foely,30.4058494567871,-87.6837997436523
179,15,2,"Gadsden (south side of)",34.0147705078125,-86.0071716308594
180,25,2,"Grove hill",31.702294,-87.773845
181,26,2,"Guaymas sonora (mexico)",36.815869,-2.576233
182,14,2,Gurley,34.702471,-86.37433
183,64,2,Enterprise,31.328476,-85.844323
184,10,2,Hueytown,33.421567,-87.014251
185,10,2,"Mount olive",33.677474,-86.872596
186,14,2,"Hazel green",34.923656,-86.567392
187,65,2,Dadeville,32.826114,-85.776201
188,16,2,"Montgomery (50 miles west of; inflight)",32.3801193237305,-86.3006286621094
189,44,2,Hanceville,34.06401,-86.764436
190,66,2,Headland,31.354974,-85.357031
191,10,2,"Hoover (bluff park)",33.3870811462402,-86.804328918457
192,50,2,Smiths,32.5457916259766,-85.0982818603516
193,39,2,Helena,33.285635,-86.874488
194,60,2,Gaylesville,34.268103,-85.558468
195,67,2,Clanton,32.841704,-86.623008
196,24,2,"Chalybeate springs",34.5650405883789,-87.2257080078125
197,26,2,Attalla/gadsden,33.986189,-86.121037
198,10,2,"Hoover/bluff park",33.4019393920898,-86.8071899414063
199,26,2,Piedmont,33.926035,-85.615442
200,10,2,Leeds,33.541333,-86.562059
201,18,2,Hartselle,34.440378,-86.94029
202,13,2,"Silverhill (se of)",30.544644,-87.749201
203,44,2,"Rock creek",33.477227,-87.081249
204,68,2,Hayneville,32.182595,-86.578588
205,44,2,"Holly pond",34.167187,-86.611799
206,10,2,Morris,33.746735,-86.804439
207,65,2,"Wind creek state park",32.861067,-85.9355648
208,26,2,"Tuscumbia/cherokee (between)",34.718686,-87.702603
209,69,2,"Banks (outside of)",31.813265,-85.836435
210,64,2,Elba,31.417313,-86.077189
211,42,2,Crossville,34.285486,-85.998756
212,-1,2,"Alabama (rural)",32.3182314,-86.902298
213,24,2,Hillsboro,34.642586,-87.178489
214,12,2,Chickasaw,30.77145,-88.079697
215,70,2,Moundville,32.996488,-87.627288
216,9,2,Irvington,34.643440246582,-86.9422607421875
217,13,2,Elberta,30.379091,-87.587049
218,47,2,"Union grove",32.447641,-87.50946
219,13,2,Stockton,30.9948101043701,-87.8578186035156
220,71,2,"Marion county",32.631968,-87.317333
221,53,2,Skipperville,31.5649299621582,-85.5316696166992
222,51,2,Wetumpka,32.539138,-86.204857
223,42,2,Fyffe,34.449615,-85.904969
224,13,2,"Bear creek",34.255586,-87.712516
225,55,2,Cordova,33.761292,-87.201099
226,55,2,Sipsey,33.822119,-87.082918
227,-1,2,Alabama,32.3182314,-86.902298
228,10,2,Kimberly,33.775853,-86.797067
229,10,2,Homewood,33.459024,-86.809414
230,41,2,Talladega,33.430539,-86.098251
231,68,2,"Fort. deposit",31.9861602783203,-86.5583114624023
232,72,3,Conway,35.074323,-92.467072
233,73,3,Waldo,33.352813,-93.294711
234,74,3,Cabot/lonoke,34.974609375,-92.0159072875977
235,75,3,"Ft. smith",35.3846015930176,-94.4213027954102
236,76,3,Marion,35.202096,-90.204437
237,77,3,Bentonville,36.358797,-94.229132
238,77,3,"War eagle",36.2678298950195,-93.9447937011719
239,77,3,"Siloam springs",36.183663,-94.532215
240,75,3,"Fort smith",35.3846015930176,-94.4213027954102
241,72,3,Greenbried,35.2349281311035,-92.3878707885742
242,78,3,Bryant,34.617234,-92.489422
243,79,3,Berryville,36.371374,-93.570473
244,63,3,Springdale,36.186549,-94.15304
245,80,3,Gillham,34.168628,-94.312977
246,81,3,Dardanelle,35.2237014770508,-93.1557998657227
247,63,3,Fayetteville,36.0632019042969,-94.1579132080078
248,82,3,"Little rock",34.748649597168,-92.2744903564453
249,83,3,"Marked tree",35.527817,-90.426795
250,84,3,Wilmont,33.0634384155273,-91.5701522827148
251,85,3,Russellville,35.276382,-93.138762
252,86,3,"Mountain home",36.3350982666016,-92.3852920532227
253,87,3,"Bald knob",35.311578,-91.571269
254,88,3,Jonesboro,35.819733,-90.67905
255,82,3,"Little rock (south of)",34.748649597168,-92.2744903564453
256,87,3,Pangburn/searcy,35.426087,-91.838781
257,77,3,Rogers,36.315975,-94.154618
258,74,3,Ward,35.013014,-91.95738
259,89,3,"Hot springs",34.5094184875488,-93.0523071289063
260,77,3,Decatur,36.339874,-94.453875
261,90,3,Buckner,33.357271,-93.435556
262,82,3,Jacksonville,34.878455,-92.132186
263,74,3,Cabot,34.973690032959,-92.0175018310547
264,91,3,Marshall,35.907313,-92.647355
265,92,3,"Cherokee villiage",36.3065490722656,-91.5654678344727
266,87,3,Searcy,35.2508201599121,-91.7401504516602
267,93,3,Mulberry,35.508517,-94.074754
268,17,3,Ozark,35.49944,-93.842801
269,78,3,Benton,34.5639801025391,-92.5868530273438
270,94,3,"Bluff city",33.732599,-93.124564
271,77,3,Lowell,36.255855,-94.153356
272,77,3,Gravette,36.419093,-94.446383
273,73,3,Enerson,33.0988998413086,-93.1921768188477
274,76,3,"West memphis",35.1464881896973,-90.1921997070313
275,77,3,Centerton,36.357023,-94.29602
276,82,3,Scott,34.697643,-92.093961
277,95,3,Smackover,33.363981,-92.731169
278,76,3,Proctor,35.0955200195313,-90.3687210083008
279,82,3,"North little rock",34.781873,-92.234937
280,93,3,Alma,35.4766616821289,-94.2212371826172
281,96,3,"Arkansas/oklahoma (border)",34.8997611999512,-92.4392395019531
282,97,3,Arden,33.6694602966309,-94.2868499755859
283,98,3,Batesville,35.765582,-91.627673
284,79,3,"Holiday island",36.481702,-93.712991
285,74,3,Lonoke,34.7839202880859,-91.9006271362305
286,95,3,"El dorado",33.217742,-92.664202
287,99,3,"Washington (near)",33.773003,-93.683447
288,99,3,"Hope (exit 30, highway 30)",33.667612,-93.591163
289,14,3,Kingston,36.0504302978516,-93.5184631347656
290,77,3,Gentry,36.258549,-94.490464
291,75,3,Greenwood,35.211389,-94.238007
292,17,3,"Van buren/alma",35.2990303039551,-94.0454330444336
293,82,3,Alexander,34.598585,-90.752233
294,92,3,Calamine,36.011360168457,-91.3993072509766
295,85,3,Russlville,35.2782592773438,-93.1348190307617
296,22,3,"Heber springs",35.500504,-92.0333
297,82,3,Maumelle,34.852344,-92.399995
298,89,3,"Crystal springs",34.5225715637207,-93.3361511230469
299,24,3,"Walnut ridge",36.084261,-90.946558
300,100,3,Texarkana,33.4309616088867,-94.0357894897461
301,93,3,Chester,35.677667,-94.177468
302,10,3,"Pine bluff",34.211591,-92.017555
303,101,3,"Arkansas (above?; in-flight)",34.0267715454102,-91.3431701660156
304,102,3,Arkadelphia,34.124086,-93.072607
305,16,3,"Mount ida",34.549105,-93.629915
306,93,3,"Alma koa",35.523023,-94.224296
307,93,3,"Van buren",35.4367790222168,-94.3487701416016
308,103,3,Harrison,33.955971,-92.193023
309,72,3,Greenbrier,35.228821,-92.383444
310,96,3,"Little rock/maumell",34.8997611999512,-92.4392395019531
311,104,3,Jasper,36.0105,-93.185469
312,71,3,Flippin,36.277448,-92.592734
313,79,3,Metalton,36.2236404418945,-93.5296096801758
314,105,3,Bigelow,34.998163,-92.631107
315,87,3,"Holly springs",35.3566513061523,-91.742301940918
316,86,3,Henderson,36.3783187866211,-92.2293167114258
317,100,3,"Texarkana (10 mi. s of)",33.4309616088867,-94.0357894897461
318,104,3,"Marble falls",36.1028518676758,-93.1293411254883
319,106,3,Clinton,35.578581,-92.455744
320,87,3,Judsonia,35.276431,-91.641614
321,107,3,"Hickory plains",34.9893684387207,-91.7377700805664
322,108,3,"Mountain view",35.867917,-92.102012
323,82,3,Littlerock,34.748649597168,-92.2744903564453
324,86,3,"Mountian home",36.3350982666016,-92.3852920532227
325,109,3,Pocahontas,36.263571,-90.970231
326,110,3,Louisville,34.394229888916,-92.8731307983398
327,73,3,Magnolia,33.276698,-93.226247
328,83,3,Trumann,35.676367,-90.522965
329,206,3,Eldorado,-26.3999195,-54.626812
330,111,3,"Lake village",33.330638885498,-91.2817611694336
331,-1,3,Unsure,35.20105,-91.8318334
332,77,3,Garfield,36.45632,-93.975521
333,93,3,Kibler,35.426653,-94.236704
334,112,3,Wynne,35.233,-90.78924
335,113,3,"Camp albert pike",41.111757,14.800475
336,63,3,Summers,35.9797592163086,-94.4913787841797
337,63,3,"Prairie grove",35.986081,-94.303394
338,86,3,Norfork,36.20893,-92.275623
339,82,3,"West little rock",34.7262916564941,-92.3869018554688
340,114,3,Crumrod,34.1481895446777,-90.9871292114258
341,82,3,Ferndale,34.7771797180176,-92.5559463500977
342,77,3,"Siloam sprngs",36.1886291503906,-94.5413436889648
343,91,3,Snowball,35.9003601074219,-92.8212509155273
344,115,3,"Cane hill",33.3095703125,-92.304313659668
345,89,3,Royal,34.5113792419434,-93.2382507324219
346,116,3,Blytheville,35.932604,-89.905004
347,63,3,Goshen,36.102458,-94.001579
348,82,3,Sherwood,34.845601,-92.202259
349,106,3,Austin,35.007272,-91.989208
350,117,3,Paragould,36.055651,-90.514719
351,118,3,"Coal hill",35.436925,-93.666441
352,85,3,Pottsville,35.232242,-93.061408
353,119,3,Mena,34.580834,-94.237096
354,10,3,"White hall",34.275179,-92.100649
355,82,3,"Little rock (lonoke)",34.748649597168,-92.2744903564453
356,110,3,"Social hill",34.3335113525391,-92.9194412231445
357,118,3,Clarksville,35.453918,-93.481558
358,1729,3,"Westlake village",-34.0766622,18.4424414
359,118,3,Hagarville,35.515017,-93.332135
360,85,3,Russelville,35.2782592773438,-93.1348190307617
361,1730,3,"I-40 west, mm 228",-34.7290881,-58.7972792
362,89,3,"Fountain lake",34.614003,-92.919727
363,-1,3,"On highway",35.20105,-91.8318334
364,101,3,"Arkansas (ne part, us rt 67)",34.0267715454102,-91.3431701660156
365,96,3,Weona-harrisburg-waldenburg,34.8997611999512,-92.4392395019531
366,96,3,"Waldenburg/harrisburg (between)",34.8997611999512,-92.4392395019531
367,97,3,Ashdown,33.674515,-94.126029
368,98,3,"Oil trough",35.629415,-91.461073
369,89,3,"Hot springs village",34.658855,-92.968998
370,85,3,Dover,35.391271,-93.114293
371,88,3,Bono,35.908593,-90.79706
372,120,3,Sheridan,34.321598,-92.443045
373,121,3,Augusta,35.285505,-91.361582
374,93,3,Dora,35.4581985473633,-94.4349517822266
375,57,3,Newport,35.6268,-91.234721
376,122,3,Sucsess,36.4526100158691,-90.7246398925781
377,123,3,Boonville,35.1402282714844,-93.922492980957
378,96,3,"Charleston/van buren",35.295746,-94.044882
379,79,3,"Eureka springs",36.410774,-93.744904
380,81,3,"Dardanelle (2 mi. from logan, on hwy. 22)",35.2237014770508,-93.1557998657227
381,108,3,"Pleasent grove (near)",35.8166694641113,-91.9090728759766
382,122,3,Knobel,36.319923,-90.602456
383,80,3,Horatio,33.941299,-94.356646
384,100,3,Doddridge,33.0917892456055,-93.907958984375
385,14,3,Huntsville,36.092507,-93.735333
386,81,3,Daedanelle,35.2237014770508,-93.1557998657227
387,87,3,"Rose bud",35.324486,-92.07726
388,106,3,Chimes,35.6974105834961,-92.7417297363281
389,123,3,Booneville,35.139747,-93.918654
390,124,3,Camden,33.567672,-92.849064
391,88,3,Monett,35.8915100097656,-90.342529296875
392,122,3,"Peach orchard",36.28135,-90.661117
393,75,3,Hartford,35.023433,-94.379407
394,125,3,Salem,34.630899,-92.561492
395,75,3,"Fort smith (area)",35.3846015930176,-94.4213027954102
396,92,3,"Cherokee village",36.292143,-91.570939
397,91,3,Leslie,35.829508,-92.555961
398,22,3,"Greers ferry",35.567636,-92.169489
399,106,3,"Bee branch",35.308303,-93.95537
400,110,3,Malvern,34.369633,-92.819838
401,116,3,Osceola,35.694667,-89.992933
402,81,3,"Petit jean mountain",35.0228708,-93.6999182
403,126,3,"Calico rock",36.122021,-92.125285
404,87,3,"Beaver lake",36.47628,-93.772886
405,106,3,Formosa,35.463056,-92.51
406,127,3,Morrilton,35.155456,-92.738933
407,108,3,"Timbo (nearest)",35.8703994750977,-92.3144912719727
408,108,3,Timbo,35.8703994750977,-92.3144912719727
409,20,3,Hampton,33.536239,-92.466023
410,99,3,Fulton,33.612314,-93.814123
411,104,3,Ponca,36.0259399414063,-93.3654098510742
412,63,3,Southwest,36.1693801879883,-94.1491394042969
413,121,3,Overcup,35.3523712158203,-91.2305374145508
414,105,3,Casa,35.02487,-93.044851
415,63,3,"West fork",35.934924,-94.18111
416,78,3,Bauxite,34.559705,-92.499704
417,63,3,"Fayetteville (outside of)",36.0632019042969,-94.1579132080078
418,101,3,"Arkansas (northeast tip of)",34.0267715454102,-91.3431701660156
419,86,3,"Mountain home (3 miles so. of mo in center of ar)",36.3350982666016,-92.3852920532227
420,82,3,"Little rock (north of)",34.748649597168,-92.2744903564453
421,108,3,"Timbo (approx.7 miles west of )",35.8703994750977,-92.3144912719727
422,108,3,"Timbo (approx. 7 miles west of)",35.8703994750977,-92.3144912719727
423,76,3,"Memphis (near west memphis)",35.1464881896973,-90.1921997070313
424,88,3,Glendale,35.8497009277344,-90.6408004760742
425,115,3,Hermitage,33.447964,-92.171628
