1	KABI	ABILENE RGNL	32.4111111111111	-99.6816666666667
2	KABQ		0	0
3	KACK	NANTUCKET MEM	41.2527777777778	-70.06
4	KACT	WACO RGNL	31.6111111111111	-97.2302777777778
5	KACY	ATLANTIC CITY INTERNATIONAL	39.4575	-74.5769444444445
6	KADM	ARDMORE MUNI	34.3030555555556	-97.0194444444445
7	KADW	ANDREWS AFB	38.8105555555556	-76.8669444444444
8	KAEX	ALEXANDRIA INTERNATIONAL	31.3272222222222	-92.5483333333333
9	KAFB		0	0
10	KAGS	AUGUSTA RGNL AT BUSH FLD	33.3697222222222	-81.9644444444444
11	KAKR	AKRON FULTON INTERNATIONAL	41.0375	-81.4666666666667
12	KALB	ALBANY INTERNATIONAL	42.7480555555556	-73.8027777777778
13	KALI	ALICE INTERNATIONAL	27.7408333333333	-98.0269444444444
14	KAMA	AMARILLO INTERNATIONAL	35.2191666666667	-101.705833333333
15	KANB	ANNISTON METROPOLITAN	33.5880555555556	-85.8580555555556
16	KAND	ANDERSON RGNL	34.495	-82.7091666666667
17	KAOO	ALTOONA BLAIR CO	40.2963888888889	-78.32
18	KAPG	PHILLIPS AAF	39.4661111111111	-76.1694444444445
19	KARA	ACADIANA REGIONAL	30.0375	-91.8838888888889
20	KART	WATERTOWN INTERNATIONAL	43.9916666666667	-76.0216666666667
21	KATL	THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL	33.6402777777778	-84.4269444444444
22	KAUG	AUGUSTA STATE	44.3205555555556	-69.7972222222222
23	KAUS	AUSTIN BERGSTROM INTERNATIONAL	30.1944444444444	-97.6697222222222
24	KAYE		0	0
25	KBAB	BEALE AFB	39.1358333333333	-121.436388888889
26	KBAD	BARKSDALE AFB	32.5016666666667	-93.6625
27	KBCT	BOCA RATON	26.3783333333333	-80.1075
28	KBDE	BAUDETTE INTERNATIONAL	48.7283333333333	-94.6122222222222
29	KBDL	BRADLEY INTERNATIONAL	41.9388888888889	-72.6830555555556
30	KBDR	IGOR I SIKORSKY MEM	41.1633333333333	-73.1261111111111
31	KBED	LAURENCE G HANSCOM FLD	42.4697222222222	-71.2888888888889
32	KBFI	BOEING FLD KING CO INTERNATIONAL	47.5297222222222	-122.301944444444
33	KBFL	MEADOWS FLD	35.4333333333333	-119.056666666667
34	KBFM	MOBILE DOWNTOWN	30.6263888888889	-88.0677777777778
35	KBGR	BANGOR INTERNATIONAL	44.8072222222222	-68.8280555555556
36	KBGS		0	0
37	KBHM	BIRMINGHAM INTERNATIONAL	33.5627777777778	-86.7533333333333
38	KBIF	BIGGS AAF	31.8494444444444	-106.38
39	KBIX	KEESLER AFB	30.4108333333333	-88.9236111111111
40	KBKF	BUCKLEY AFB	39.7016666666667	-104.751388888889
41	KBLI	BELLINGHAM INTERNATIONAL	48.7925	-122.5375
42	KBLV	SCOTT AFB MIDAMERICA	38.545	-89.835
43	KBNA	NASHVILLE INTERNATIONAL	36.1244444444444	-86.6780555555556
44	KBOF		0	0
45	KBOI	BOISE AIR TERMINAL	43.5641666666667	-116.222777777778
46	KBOS	GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL	42.3641666666667	-71.005
47	KBPT	SOUTHEAST TEXAS RGNL	29.9508333333333	-94.0205555555556
48	KBRO	BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL	25.9066666666667	-97.4258333333333
49	KBSM		0	0
50	KBTR	BATON ROUGE METRO RYAN FLD	30.5330555555556	-91.1494444444444
51	KBTV	BURLINGTON INTERNATIONAL	44.4716666666667	-73.1530555555556
52	KBUF	BUFFALO NIAGARA INTERNATIONAL	42.9402777777778	-78.7319444444445
53	KBUR	BURBANK GLENDALE PASADENA	34.2005555555556	-118.358611111111
54	KBWI	BALTIMORE WASHINGTON INTERNATIONAL	39.1752777777778	-76.6683333333333
55	KBYH	ARKANSAS INTERNATIONAL	35.9641666666667	-89.9433333333333
56	KBYS	BICYCLE LAKE AAF	35.2802777777778	-116.63
57	KCAE	COLUMBIA METROPOLITAN	33.9386111111111	-81.1194444444444
