63	39	2	Chelsea	33.325999	-86.636676	7	Chelsea, AL
64	40	2	Double springs	34.150429	-87.402427	1	Double springs, AL
65	20	2	Jacksonville	33.806214	-85.758288	110	Jacksonville, AL
66	9	2	Athens (hwy 72 w)	34.804500579834	-86.9712829589844	1	Athens (hwy 72 w), AL
67	10	2	Hoover	33.3870811462402	-86.804328918457	6	Hoover, AL
68	11	2	Mussel shoals	34.742431640625	-87.6677093505859	2	Mussel shoals, AL
69	12	2	Doha (qatar)	30.6908702850342	-88.1015243530273	1	Doha (qatar), AL
70	14	2	Huntsville	34.784271	-86.538996	33	Huntsville, AL
71	14	2	Madison	34.710533	-86.76228	63	Madison, AL
72	39	2	Maylene	33.549016	-86.999872	1	Maylene, AL
73	13	2	Baldwin county	30.6302509307861	-87.7484588623047	1	Baldwin county, AL
74	14	2	Monrovia	34.7849807739258	-86.714111328125	6	Monrovia, AL
75	41	2	Lincoln	33.622176	-86.070637	63	Lincoln, AL
76	12	2	Mobile	30.6863899230957	-88.0532379150391	14	Mobile, AL
77	42	2	Fort payne	34.454993	-85.695309	3	Fort payne, AL
78	9	2	Athens-east limestone	34.7863693237305	-86.9424362182617	1	Athens-east limestone, AL
79	14	2	Harvest	34.854994	-86.758648	1	Harvest, AL
80	39	2	Alabaster	33.214355	-86.82308	2	Alabaster, AL
81	43	2	Eufaula	31.910041	-85.152556	2	Eufaula, AL
82	14	2	Huntsvile	34.7291297912598	-86.5849761962891	1	Huntsvile, AL
83	41	2	Oxford	33.597601	-85.871171	20	Oxford, AL
84	15	2	Gadsden	34.0147705078125	-86.0071716308594	6	Gadsden, AL
85	10	2	Bessemer	33.401538848877	-86.9544067382813	2	Bessemer, AL
86	44	2	Cullman	34.179337	-86.840793	9	Cullman, AL
87	13	2	Foley	30.397068	-87.66846	4	Foley, AL
88	13	2	Daphne	30.625545	-87.895979	4	Daphne, AL
89	10	2	Birmingham	33.527444	-86.799047	31	Birmingham, AL
90	16	2	Montgomery	32.3801193237305	-86.3006286621094	18	Montgomery, AL
91	45	2	Troy to montgomery	31.802066	-85.964913	1	Troy to montgomery, AL
92	21	2	Florence	34.830349	-87.666096	33	Florence, AL
93	46	2	Brantley	31.581992	-86.256784	1	Brantley, AL
94	12	2	Citronelle	31.097229	-88.249678	2	Citronelle, AL
95	21	2	Killen	34.859983	-87.531023	1	Killen, AL
96	17	2	Frankfort	34.5624504089355	-87.8408889770508	32	Frankfort, AL
97	9	2	Ardmore	34.987805	-86.828764	10	Ardmore, AL
98	20	2	Anniston	33.673441	-85.810918	5	Anniston, AL
99	47	2	Grant	34.516335	-86.258498	2	Grant, AL
100	48	2	Mckenzie	31.54647	-86.725954	1	Mckenzie, AL
101	49	2	Pine level	32.579542	-86.454318	1	Pine level, AL
102	50	2	Smiths station	32.535198	-85.110577	1	Smiths station, AL
103	51	2	Deatsville	32.589052	-86.389594	1	Deatsville, AL
104	18	2	Danville	34.4147605895996	-87.0868988037109	21	Danville, AL
105	52	2	Dothan	31.233698	-85.406823	9	Dothan, AL
106	53	2	Ozark	31.451615	-85.645035	7	Ozark, AL
107	19	2	Phenix city	32.4676399230957	-85.0008163452148	2	Phenix city, AL
108	10	2	Warrior	33.815214	-86.815273	2	Warrior, AL
109	17	2	Franklin county	32.453027	-85.808854	2	Franklin county, AL
110	54	2	Tuscaloosa	33.233083	-87.525798	9	Tuscaloosa, AL
111	13	2	Spanish fort	30.721947	-87.867747	1	Spanish fort, AL
112	10	2	Mccalla	33.3320198059082	-87.0181427001953	1	Mccalla, AL
113	12	2	Semmes	30.7788505554199	-88.2588424682617	1	Semmes, AL
114	50	2	Auburn	32.607722	-85.489545	70	Auburn, AL
115	12	2	Satsuma	30.857874	-88.063383	2	Satsuma, AL
116	55	2	Jasper	33.854951	-87.27074	11	Jasper, AL
117	56	2	Pell city	33.560781	-86.268757	2	Pell city, AL
118	39	2	Montevallo	33.125869	-86.846924	1	Montevallo, AL
119	52	2	Rehobeth	31.124595	-85.4398	2	Rehobeth, AL
120	12	2	North mobile county	30.9125595092773	-87.9921569824219	1	North mobile county, AL
121	56	2	Ashville	33.83616	-86.271667	6	Ashville, AL
122	19	2	Phenix city & columbus,ga	32.4709761	-85.0007653	1	Phenix city & columbus,ga, AL
123	49	2	Prattville	32.462235	-86.461264	2	Prattville, AL
